"track","artist","stream_on_youtube","stream_on_spotify"
"WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix","BIA","0","96476850"
"Skate","Anderson .Paak","0","179194223"
"Stunna","Freddie Dredd","0","17743818"
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco","0","322183360"
"Serial Heartbreaker","FLETCHER","0","11418683"
"Lo Sai Che Ci Penso","Gemitaiz","0","41735727"
"Dancin (feat. Luvli) - Danny Avila & Jumpa Remix","Aaron Smith","0","3813921"
"Why","Dominic Fike","0","66783501"
"Cúrame","Rauw Alejandro","0","406152673"
"When the Night is Over","Lord Huron","0","55052697"
"Whatever It Takes","Imagine Dragons","0","968589615"
"Bloody Well Right","Supertramp","0","35783697"
"Narcos","Migos","0","386980718"
"327 (feat. Tyler, The Creator & Billie Essco)","Westside Gunn","0","50741191"
"Need to Know","Doja Cat","0","948983026"
"DESPECHÁ RMX","Cardi B","0","21170475"
"Toxic","Kehlani","0","126036728"
"Since 6ix","Key Glock","0","53425046"
"boyfriend (with Social House)","Ariana Grande","0","624023819"
"Me Gustas Natural","Eladio Carrion","0","115035998"
"Wrong Direction","Hailee Steinfeld","0","137733705"
"Footprints in the Sand","Leona Lewis","0","37473222"
"Tu Ijazat De Agar - Unplugged","Prashant Katheriya","0","3518174"
"Oklahoma Smokeshow","Zach Bryan","0","47066966"
"Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)","Pentatonix","0","74795577"
